run_id,n,statuses,verdicts,throughput_p50,throughput_p95,throughput_n,rtt_p50,rtt_p95,rtt_n,ttfo_n_null,delfrac_p50,jain_min,jain_p50,jain_n,artifact_thr_p50,artifact_thr_p95,artifact_thr_n
impair-bw5,1,pass,good,285385.0,285385.0,1,35.4159,35.4159,1,1,0.997796,,,0,284654.3046357616,284654.3046357616,1
impair-delay100,1,pass,mismatch,285385.0,285385.0,1,216.0224,216.0224,1,1,0.997796,,,0,284654.3046357616,284654.3046357616,1
impair-loss1,1,pass,good,281654.0,281654.0,1,14.9791,14.9791,1,1,0.997796,,,0,280933.3333333333,280933.3333333333,1
impair-loss5,1,pass,good,285385.0,285385.0,1,50.616,50.616,1,1,0.997796,,,0,284654.3046357616,284654.3046357616,1
imquic-relay-d16-baseline,1,fail,mismatch,0.0,0.0,1,13.804,13.804,1,1,0.0,,,0,,,0
imquic-relay-d18-baseline,1,fail,mismatch,0.0,0.0,1,30.16,30.16,1,1,0.0,,,0,,,0
imquic-relay-sub-d16-baseline,1,fail,mismatch,558.0,558.0,1,43.787,43.787,1,1,0.010243,,,0,558.9387239418825,558.9387239418825,1
imquic-sub-d16-baseline,1,fail,mismatch,581.0,581.0,1,50.8039,50.8039,1,1,0.010114,,,0,581.2375249500998,581.2375249500998,1
imquic-sub-d18-baseline,1,fail,mismatch,731.0,731.0,1,28.7935,28.7935,1,1,0.01279,,,0,731.1714096624752,731.1714096624752,1
moqrs-d14-baseline,1,partial,mismatch,6126.0,6126.0,1,14.2029,14.2029,1,1,0.106668,,,0,5979.255319148937,5979.255319148937,1
moqrs-d16-baseline,1,partial,mismatch,6093.0,6093.0,1,18.0203,18.0203,1,1,0.106668,,,0,5947.619047619048,5947.619047619048,1
moqrs-d18-baseline,1,pass,good,282578.0,282578.0,1,10.4995,10.4995,1,1,0.997796,,,0,281854.4262295082,281854.4262295082,1
moqrs-pub-imquic-relay-imquic-sub-d18-baseline,1,fail,mismatch,591.0,591.0,1,34.462,34.462,1,1,0.010281,,,0,591.6055962691539,591.6055962691539,1
moxygen-relay-d14-baseline,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
moxygen-relay-d16-baseline,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
moxygen-relay-d18-baseline,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
moxygen-relay-imquic-sub-d16-baseline,1,fail,mismatch,442.0,442.0,1,,,0,1,0.007715,,,0,442.4966799468791,442.4966799468791,1
moxygen-relay-imquic-sub-d18-baseline,1,fail,mismatch,443.0,443.0,1,,,0,1,0.007715,,,0,443.6750998668442,443.6750998668442,1
