run_id,n,statuses,verdicts,throughput_p50,throughput_p95,throughput_n,rtt_p50,rtt_p95,rtt_n,ttfo_n_null,delfrac_p50,jain_min,jain_p50,jain_n,artifact_thr_p50,artifact_thr_p95,artifact_thr_n
loss-0.1pct-moqrs,1,partial,mismatch,2090163.0,2090163.0,1,63.2808,63.2808,1,1,0.143701,,,0,2090153.274682307,2090153.274682307,1
loss-0.5pct-moqrs,1,pass,mismatch,14054774.0,14054774.0,1,11.2691,11.2691,1,1,0.999967,,,0,9622459.949622165,9622459.949622165,1
loss-0pct-moqrs,1,pass,mismatch,14152810.0,14152810.0,1,356.3123,356.3123,1,1,0.999967,,,0,11824867.850348763,11824867.850348763,1
loss-0pct-moxygen-self,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
loss-10pct-chain,1,pass,mismatch,10517898.0,10517898.0,1,64.6559,64.6559,1,1,0.999967,,,0,5805979.2648444865,5805979.2648444865,1
loss-10pct-moqrs,1,pass,mismatch,14445942.0,14445942.0,1,658.8426,658.8426,1,1,0.999967,,,0,9598106.40776699,9598106.40776699,1
loss-1pct-chain,1,pass,mismatch,14139361.0,14139361.0,1,50.3422,50.3422,1,1,0.999967,,,0,7267616.344630979,7267616.344630979,1
loss-1pct-fanout-3sub,1,pass,mismatch,7852575.0,7852575.0,1,50.7758,50.7758,1,1,0.999967,,,0,7627408.285689155,7627408.285689155,1
loss-1pct-fanout-3sub-asymmetric,1,partial,mismatch,138.0,138.0,1,49.942,49.942,1,1,9e-06,,,0,138.86792452830187,138.86792452830187,1
loss-1pct-imquic-relay,1,fail,mismatch,0.0,0.0,1,13.737,13.737,1,1,0.0,,,0,,,0
loss-1pct-imquic-self,1,pass,mismatch,2755.0,2755.0,1,15.767,15.767,1,1,6.3e-05,,,0,2755.2047360631477,2755.2047360631477,1
loss-1pct-imquic-sub,1,fail,mismatch,182.0,182.0,1,59.0611,59.0611,1,1,1.2e-05,,,0,182.39576439444076,182.39576439444076,1
loss-1pct-moqrs,1,pass,mismatch,14204602.0,14204602.0,1,9.7822,9.7822,1,1,0.999967,,,0,6520068.225934765,6520068.225934765,1
loss-1pct-moxygen-relay,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
loss-1pct-moxygen-relay-imquic-sub,1,fail,mismatch,109.0,109.0,1,,,0,1,7e-06,,,0,109.40732227877197,109.40732227877197,1
loss-1pct-moxygen-self,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
loss-20pct-moqrs,1,pass,mismatch,14238584.0,14238584.0,1,8.7433,8.7433,1,1,0.999967,,,0,12230001.020733653,12230001.020733653,1
loss-2pct-moqrs,1,partial,mismatch,1933257.0,1933257.0,1,109.3316,109.3316,1,1,0.13235,,,0,1933234.6858638744,1933234.6858638744,1
loss-5pct-chain,1,pass,mismatch,10987806.0,10987806.0,1,11.9847,11.9847,1,1,0.999967,,,0,8080608.393846154,8080608.393846154,1
loss-5pct-fanout-3sub,1,partial,mismatch,140.0,140.0,1,72.4876,72.4876,1,1,9e-06,,,0,140.29504392507874,140.29504392507874,1
loss-5pct-imquic-self,1,pass,mismatch,2431.0,2431.0,1,18.895,18.895,1,1,5.6e-05,,,0,2431.6602316602316,2431.6602316602316,1
loss-5pct-moqrs,1,pass,mismatch,14424935.0,14424935.0,1,114.0694,114.0694,1,1,0.999967,,,0,6923254.16060753,6923254.16060753,1
loss-5pct-moxygen-self,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
