run_id,n,statuses,verdicts,throughput_p50,throughput_p95,throughput_n,rtt_p50,rtt_p95,rtt_n,ttfo_n_null,delfrac_p50,jain_min,jain_p50,jain_n,artifact_thr_p50,artifact_thr_p95,artifact_thr_n
loss-0.1pct-moqrs,1,partial,mismatch,140.0,140.0,1,12.3396,12.3396,1,1,9e-06,,,0,140.55131185652607,140.55131185652607,1
loss-0.5pct-moqrs,1,pass,mismatch,11871798.0,11871798.0,1,56.4926,56.4926,1,1,0.999967,,,0,7428175.957446808,7428175.957446808,1
loss-0pct-moqrs,1,partial,mismatch,140.0,140.0,1,57.8327,57.8327,1,1,9e-06,,,0,140.59800664451828,140.59800664451828,1
loss-0pct-moxygen-self,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
loss-10pct-chain,1,pass,mismatch,14448280.0,14448280.0,1,8.2431,8.2431,1,1,0.999967,,,0,10241589.642336948,10241589.642336948,1
loss-10pct-moqrs,1,pass,mismatch,14403989.0,14403989.0,1,20.9321,20.9321,1,1,0.999967,,,0,11164599.290093578,11164599.290093578,1
loss-1pct-chain,1,pass,mismatch,14015059.0,14015059.0,1,19.7074,19.7074,1,1,0.999967,,,0,12550139.905808477,12550139.905808477,1
loss-1pct-fanout-3sub,1,partial,mismatch,2170209.0,2170209.0,1,56.3475,56.3475,1,1,0.146967,,,0,2170162.487595104,2170162.487595104,1
loss-1pct-fanout-3sub-asymmetric,1,partial,mismatch,8082173.0,8082173.0,1,7.5409,7.5409,1,1,0.549138,,,0,139.53181668315202,139.53181668315202,1
loss-1pct-imquic-relay,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
loss-1pct-imquic-self,1,pass,mismatch,2607.0,2607.0,1,148.407,148.407,1,1,5.9e-05,,,0,2607.8489816194738,2607.8489816194738,1
loss-1pct-imquic-sub,1,fail,mismatch,182.0,182.0,1,13.5862,13.5862,1,1,1.2e-05,,,0,182.97095435684648,182.97095435684648,1
loss-1pct-moqrs,1,pass,mismatch,12216191.0,12216191.0,1,12.2956,12.2956,1,1,0.999967,,,0,7219910.782703887,7219910.782703887,1
loss-1pct-moxygen-relay,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
loss-1pct-moxygen-relay-imquic-sub,1,fail,mismatch,110.0,110.0,1,,,0,1,7e-06,,,0,110.78969243557772,110.78969243557772,1
loss-1pct-moxygen-self,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
loss-20pct-moqrs,1,partial,mismatch,1468684.0,1468684.0,1,7.8685,7.8685,1,1,0.1002,,,0,1468640.2889509113,1468640.2889509113,1
loss-2pct-moqrs,1,partial,mismatch,97605.0,97605.0,1,9.8236,9.8236,1,1,0.00662,,,0,97597.35755573906,97597.35755573906,1
loss-5pct-chain,1,pass,mismatch,14431931.0,14431931.0,1,6.963,6.963,1,1,0.999967,,,0,9533698.286453282,9533698.286453282,1
loss-5pct-fanout-3sub,1,partial,mismatch,2119288.0,2119288.0,1,47.4168,47.4168,1,1,0.147341,,,0,2119164.5561462864,2119164.5561462864,1
loss-5pct-imquic-self,1,pass,mismatch,2678.0,2678.0,1,20.045,20.045,1,1,6.1e-05,,,0,2678.5009861932936,2678.5009861932936,1
loss-5pct-moqrs,1,pass,mismatch,14286434.0,14286434.0,1,146.2288,146.2288,1,1,0.999967,,,0,11004782.205152825,11004782.205152825,1
loss-5pct-moxygen-self,1,fail,mismatch,0.0,0.0,1,,,0,1,0.0,,,0,,,0
